protein_id,amplitude,amplitude_err,tau,tau_err,offset,offset_err,new_half_life,bins,exp_rmse,protein_groups,desc,used_for_analysis,GO,0h_A,025h_A,0.5h_A,1h_A,2h_A,4h_A,8h_A,20h_A,28h_A,0h_B,025h_B,0.5h_B,1h_B,2h_B,4h_B,8h_B,20h_B,28h_B,0h_C,025h_C,0.5h_C,1h_C,2h_C,4h_C,8h_C,20h_C,28h_C
Tb927.5.4450,0.8775465302228759,0.053320880750465705,14.05068847814965,2.13083779844681,0.15652287340429893,0.058584451592275176,12.47188046877411,4.0,0.01359479883408628,Tb927.5.4450;Tb05.5K5.100,"hypothetical protein, conserved;hypothetical protein, conserved",1,GO:0010608|posttranscriptional regulation of gene expression; GO:0005737|cytoplasm,,,,,,0.8062566320568443,0.6132536240378228,0.36357692501131617,0.2940202860416755,,,,0.9742820439704856,0.9229676324300587,0.7592687398799886,0.6213718359852496,0.3527776134414009,0.25828466597487604,,,,0.96909683792045,0.9327060411855986,0.8041858913083294,0.6514182998743571,0.3893083924369243,0.28273455179997997
Tb927.5.4460,1.0058357092299013,,26.24923694993772,,8.356235703388393e-10,,18.173013299017217,10.0,0.03033633176329342,Tb927.5.4460;Tb05.5K5.110,"major vault protein, putative;major vault protein, putative",1,GO:0005737|cytoplasm,,,0.9206231957247628,,0.9275131143078118,0.8818352917238924,0.7671224730854374,0.4359372044637791,0.3316372046918883,,0.9237839693426464,,0.9587476393653332,0.9264154561468476,0.8260497120212833,0.7441663247161808,0.4304820095044127,0.3115017426882861,0.9385016694217688,0.9380151011368336,,0.9725445578282664,0.9592884258722616,0.8411756492599833,0.7464394227117357,0.4421455656591688,0.3100783253621681
Tb927.5.4470,0.866133075163638,0.010581215278645459,9.04899501316167,0.2581817687061889,0.17245862269360335,0.013118141191079584,8.253004998246752,1.0,0.0019774862907467193,Tb927.5.4470;Tb05.5K5.120,"hypothetical protein, conserved;hypothetical protein, conserved",1,GO:0035869|ciliary transition zone; GO:0005929|cilium,,,,,0.8500460115978441,0.7182337581758487,0.5268673505686898,0.28406640252770954,0.14556898308292632,,,,0.6430677336600682,,0.7331840312246951,0.5293375712628021,,0.20814239861113915,,,0.757162453254333,,0.8804859047234326,0.7390117725868028,0.5311593201602873,,0.2918590750334029
Tb927.5.4480,0.8737504031001999,0.07093858314464581,22.269789660359503,2.2334108846402936,0.0649369474751702,0.07108957042747213,17.132084073479515,9.0,0.014867087368067482,Tb927.5.4480;Tb05.5K5.130,"paraflagellar rod component par4, putative;paraflagellar rod component par4, putative",1,none,0.9408930845838606,0.907010845310873,0.9041209757345184,0.9399904537991958,0.896921388196432,0.807714720450646,0.7018459153731789,0.4261542265710551,0.325024326025986,0.9390023686123684,0.913550523957304,0.8862846067607881,0.8984145926767143,0.9009827721574964,0.8289107790922374,0.674146783449109,0.41631342324983933,0.3177678104620126,0.9389835908873666,0.9158954095839188,0.9066838111512464,0.8994385066671934,0.8541980138429129,0.8232016873954471,0.6757150525266468,0.3895518267431516,0.30430536339220315
Tb927.5.4500,0.9032235767539684,0.1219423860761443,19.933726137690066,4.055968648186498,0.04314657179760184,0.12200390248539922,14.76963127443829,7.0,0.013460300287720115,Tb927.5.4500;Tb05.5K5.150,"ras-like small GTPase, putative;small GTP-binding protein, putative",1,GO:0005622|intracellular; GO:0006886|intracellular protein transport; GO:0005525|GTP binding,0.9467347324821832,0.9318022774985686,0.9291265121850364,0.9178653238257919,0.8719494600863418,0.7719793845556682,0.6274608864403654,0.36066022023913097,0.3019853562870785,0.9462520014905894,0.9300280931676592,0.9251513064443004,0.9342921782505188,0.8723604736722302,0.7644557574339018,0.6338258752413736,0.35414032989409777,0.2574092779187505,0.9460096748764728,0.9267720424796246,0.9277321333948552,0.9179206032610432,0.8866024894554365,0.8085609883417435,0.6152779703313461,0.3908304580795955,0.2855947737691996
Tb927.5.4520,,,,,,,,none,,Tb927.5.4520;Tb05.5K5.160,"Kinetochore interacting protein 1;hypothetical protein, conserved",0,GO:0005634|nucleus; GO:0005819|spindle; GO:0000922|spindle pole; GO:0000776|kinetochore; GO:0005737|cytoplasm,,,,0.7372552773921784,,0.3312152126267324,,0.28521061083739363,,,,,0.864175776294037,0.6466470665046951,,,,,,,,,0.5845518534313497,,,,
Tb927.5.4560,0.9633127028761213,0.03895217665128835,20.05937948076009,1.384973202991001,0.09318538773502016,0.04257864462346559,15.920176746006897,8.0,0.017312173743678744,Tb927.5.4560;Tb11.v5.0409;Tb05.5K5.200,"guanine deaminase, putative;guanine deaminase, putative;guanine deaminase, putative",1,"GO:0005737|cytoplasm; GO:0006147|guanine catabolic process; GO:0016810|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds; GO:0097014|ciliary plasm; GO:0008270|zinc ion binding; GO:0008892|guanine deaminase activity; GO:0005654|nucleoplasm; GO:0020015|glycosome; GO:0016787|hydrolase activity",,,,,0.9680904924615186,0.8381578717226662,0.7327528302578068,0.39691061219853857,0.3254146536603379,,,,,,0.8818018008755042,0.7402210240704296,0.40888981189545703,0.34113838884306996,,,,,0.9615261903763516,0.880187516903567,0.7392040559675999,0.4344649698440997,0.3403587948410834
Tb927.5.4380,0.9433850047186838,,24.46715912631205,,1.8433476967061324e-10,,16.937771063026045,9.0,0.026642571264906188,Tb927.5.4380;Tb05.5K5.30,"Kinetoplastid-specific Protein Phosphatase 1;serine/threonine protein phosphatase, putative",1,GO:0036064|ciliary basal body; GO:0016791|phosphatase activity; GO:0031981|nuclear lumen; GO:0005829|cytosol; GO:0030990|intraciliary transport particle; GO:0000910|cytokinesis; GO:0006470|protein dephosphorylation; GO:0003677|DNA binding; GO:0016787|hydrolase activity; GO:0097014|ciliary plasm; GO:0004722|protein serine/threonine phosphatase activity; GO:0005737|cytoplasm,0.9436468745132888,,0.9124057886083574,0.9231229800856412,0.901751735096811,0.8209996467679265,0.6753737934187422,0.3997678392931996,0.3024969558960735,,,,0.9391476417161728,0.9315950951835108,0.8191291902408481,0.6807538392190463,0.3984318543142072,0.3263980833490953,0.9414327960500845,,0.8561042739479039,0.9152030186989856,0.9366165299323532,0.8312099752651374,0.6794827094361153,0.4158853413737557,0.3016590291210062
Tb927.5.4390,1.0108795231365226,,24.360328255335784,,2.2616131190034142e-11,,16.86372154178166,9.0,0.033552849090970664,Tb927.5.4390;Tb05.5K5.40,"hypothetical protein, conserved;hypothetical protein, conserved",1,none,,,,0.9712977129070504,0.9249895153076508,,0.3881667294759582,0.2983438592124776,0.33214131218457105,,,,,,,0.7541371158392436,0.387255431845206,0.3253582395087002,,,,0.9694084451772058,0.9320282835330264,0.855427175742543,0.7306269870450073,0.4288025002741529,0.28479042764925794
Tb927.5.4400,0.9308629741813306,0.2345164347297849,24.237200421381317,13.716011659326774,3.3322478110164866e-09,0.12423833597113958,16.77837591693484,9.0,0.07279665264040143,Tb927.5.4400;Tb05.5K5.50,"hypothetical protein, conserved;hypothetical protein, conserved",1,GO:0005930|axoneme; GO:0005515|protein binding; GO:0005737|cytoplasm,0.3986800524946818,,,0.5577361170008185,0.7508416704472195,,0.6807109940750494,0.3783491008882791,0.3116778213708747,,0.33284051007207544,,,0.8850074447371435,0.7904948480795675,,0.4525057222021443,0.2692712283191036,,,0.9282437837384276,0.9136668537659238,,0.7880386242227128,0.6776549345775433,0.4257178526841449,0.2849977644536669
